Season,Date,Home,Away,FTR,HomeTeam_WinPercentage,HomeTeam_DrawPercentage,AwayTeam_WinPercentage,AwayTeam_DrawPercentage,HomeTeam_Streak,AwayTeam_Streak,HomeTeam_AvgGoal,AwayTeam_AvgGoal,HomeTeam_AvgGoalDiff,AwayTeam_AvgGoalDiff,HomeTeam_AvgShotOnTarget,AwayTeam_AvgShotOnTarget,HomeTeam_AvgShotBlock,AwayTeam_AvgShotBlock,HomeTeam_AvgCorners,AwayTeam_AvgCorners,HomeTeam_AvgRedCards,AwayTeam_AvgRedCards,HomeTeam_AvgYellowCards,AwayTeam_AvgYellowCards,HomeTeam_H2H_Wins,AwayTeam_H2H_Wins,HomeTeam_Last_Season,AwayTeam_Last_Season,Text
2013-14,2013-11-02,Hull City,Sunderland,H,-0.35755689670748614,-0.32275129428941207,-1.8498849610044938,-1.9164676464948927,-0.9100411128154163,0.3679922989452225,-1.3228355085464594,-1.3459276502087765,-0.6399245825705102,-2.601159463200307,-1.7015134474562474,-1.8680259001652624,0.8098286744121436,-0.4768264861658775,-1.1055834132500708,-0.17285493509735386,1.1147136557144859,1.0935937191291114,-0.47465407080886396,-1.4428212809348655,-0.8392539062564125,-0.6958550847151991,-1.7858679272928049,-0.5960532378766316,"Already beaten twice by Hull and their old boss Steve Bruce in the Premier league this season, Sunderland may not be too sure whether they want to make it third time lucky. Still deeply embroiled in the relegation skirmish, Gus Poyet's team could probably do with bowing out at this stage so it will be no surprise if he makes several changes to the side which lost last Sunday's Capital One Cup finalto Manchester City at Wembley. Former Sunderland players Ahmed Elmohamady and David Meyler will be keen to impress against their old team. Louise Taylor"
2013-14,2013-12-08,Arsenal,Everton,D,2.6162155298550975,-2.4795246402313964,0.726750020767642,2.6486562692393423,1.3804686858057782,0.8598741131197557,1.6313623535489972,0.46052846440856965,2.0840351214303214,0.9130583209103139,1.410125288494795,1.2682653712378693,0.31133459357915344,-0.6629975480162145,-0.04901787356319148,0.40532791208744684,1.9708914958588455,-1.9201111340611683,-0.40977176178505625,-0.13893089161895225,0.8024445244030611,-1.2454737997972158,0.9963075562441899,0.3311406877092391,"Everton have felt robbed in the capital after the recent 1-0 losses to Chelsea and Tottenham but they have lacked a goal threat recently to build upon solid team performances. The hope is that the fit-again Romelu Lukaku can provide it, having marked his return as a substitute with the winner at home to West Ham last weekend. Arsenal might consider the FA Cup as their best chance of a trophy and, heaven knows, they are desperate to win something. David Hytner"
2013-14,2014-02-22,Arsenal,Sunderland,H,1.7493668872943446,-0.7506132131200082,-0.9959145099028717,-0.06302733670679289,0.006162806633061511,-0.6157713294038438,1.116922046275178,-0.8401199381159196,1.2606496854430713,-0.9457979596957805,1.2748105000160577,-0.8293881207422152,0.3217925113588665,1.8949928418074236,0.3593853446619296,-0.5749717797845897,1.2299683649646862,4.589491348829836,-1.0161718038152607,-0.6564750769166529,0.8024445244030611,-1.2454737997972158,0.9963075562441899,-0.5960532378766316,"Gus Poyet says the excitement at Sunderland has been reflected in the best week of training under his charge. The Capital One Cup final against Manchester City looms next weekend – Sunderland's first major final for 22 years – and there is also an FA Cup quarter-final at Brighton or Hull. Yet nothing matters more than Premier League survival and, with his team in the relegation zone, Poyet is desperate for a tonic. Arsenal want a response to the Champions League loss against Bayern Munich. David Hytner"
2013-14,2014-02-22,Cardiff City,Hull City,A,-1.2846033616682917,0.3496031495872389,-0.8022421662180211,-0.19576709364122002,0.006162806633061511,-0.6157713294038438,-1.4301848409586115,-0.9276635805935294,-1.652186964447309,-0.4834553278156783,-1.225806791070999,-1.0407846842992667,2.444749820640622,-0.12596563883254847,-0.7073394790604004,-1.2474429066641426,-1.8819087847907776,1.2095054442518123,-2.116675583796004,-0.7407264559186042,-1.3864867164762371,-0.6958550847151991,-1.7858679272928049,-1.7881597136298932,"Cardiff's home form has kept them alive, with 16 of their 22 points coming at their own stadium. And with four of their remaining six home fixtures, starting today, against teams residing in the bottom half, a result is needed here if they are to climb to safety. Hull are in a precarious position: win and they could be 10th but defeat would draw them towards the bottom three. Alan Smith"
2013-14,2014-02-22,Chelsea,Everton,H,1.7493668872943446,-0.20050503176638543,0.5942373645622177,1.6625895034407483,0.006162806633061511,-0.6157713294038438,1.116922046275178,0.2524247200046514,1.5705259247931116,0.5887860950551965,1.5400274854343818,1.0562075045622874,-1.215521402258957,-0.45076253750682965,0.9994202388953273,1.2110536862288468,-0.8446164015389571,-0.8351773869126674,-0.38731250096912284,-0.48797231891275006,0.8024445244030611,-0.6958550847151991,1.1287921030792847,0.3311406877092391,"Before a reunion with Didier Drogba in midweek, José Mourinho must focus on overcoming a spirited Everton side who defeated them at Goodison back in September. John Terry is back after a muscle injury and Gary Cahill is in contention despite a thigh problem. For Everton, Romelu Lukaku is ineligible against his parent club, while Steven Naismith will play some part after a head injury. Conor Davies"
2013-14,2014-02-22,Crystal Palace,Manchester United,A,-0.44520492612196216,-2.3569291026725887,0.47191798960336456,-0.19576709364122002,0.46426476635730046,-0.12388951522931067,-1.4547775971112136,0.47303469904822815,-1.1340738922540414,0.500252399588794,-0.7120436021749308,0.5022559256062179,-0.053019261866050896,-0.20115010611826234,-0.9872480728051395,0.876625840872079,0.27565937237301236,0.16629991814748646,-1.9280177929421614,0.7174704883459392,-1.3864867164762371,1.5026197756128676,-1.7858679272928049,1.920615988713589,"This promises to be an awkward test for Manchester United, who cannot afford another defeat if they are to keep alive their diminishing hopes of finishing in the top four. Crystal Palace have been excellent at Selhurst Park since Tony Pulis's arrival, winning five of their seven home matches under the former Stoke City manager. Although Palace remain two points above the bottom three, they will fancy their chances of giving David Moyes another headache. United have found it difficult at this ground in the past. Jacob Steinberg"
2013-14,2014-02-22,Manchester City,Stoke City,H,1.9212918680688944,-1.7848165940648202,-1.0570741973822986,1.4634798680391081,0.006162806633061511,-0.12388951522931067,3.112448545514891,-0.7525762956383101,2.539818801480038,-0.9753091915179145,1.9674057133656249,-0.9250566385563553,-0.6620883933565405,1.3025392395960036,2.5628121405427735,-1.2022499545889038,-1.8819087847907776,1.2095054442518123,0.688036906897774,2.1756674326104806,0.5288281192931489,-0.42104572717419075,1.2612766499143795,-0.5960532378766316,"This visit of Stoke City is the last league game for Manchester City until 15 March due to the League Cup final, an FA Cup sixth-round and the international break so Manuel Pellegrini is keen for his side to sign off with a win. Despite the midweek loss to Barcelona in the Champions League, Pellegrini is confident his players will not be affected so Stoke may be in for a torrid time at the Etihad, where only Chelsea have taken any points from the home side. Jamie Jackson"
2013-14,2014-02-22,West Bromwich Albion,Fulham,D,-1.5374342157485115,3.100144056355356,-1.0570741973822986,-2.408096375881657,0.006162806633061511,-0.6157713294038438,-0.464040849249244,-0.8401199381159196,-0.5986077506571714,-2.0819803848479466,-0.581708397912211,-0.4235684403370728,0.1021762379848917,2.4303062488817027,-0.323318542520362,-0.5695486255355604,-1.8819087847907776,-1.9201111340611683,1.3420505818577575,-1.0647702213107244,-1.1128703113663247,-0.9706644422562074,0.06891572839852471,-0.3311406877092394,"Felix Magath has always been known as a tough taskmaster and his first act after being handed the Fulham job last week was to order the players in for extra training. We will see this afternoon whether that worked but with only one point from the last six games, they need an instant response. West Bromwich, however, have the next worst recent run of form with three points from 18. Alan Smith"
2013-14,2014-02-22,West Ham United,Southampton,H,-0.7789416535078523,0.3496031495872389,-0.03774607272518978,1.4634798680391081,1.3804686858057782,0.3679922989452225,-0.6397033931964012,0.12286012913778897,-0.41268200704714714,0.377288933663235,-1.0742542279748135,0.38652787986330694,2.078722698350664,-1.2537326481182476,-0.6220014931626143,0.2891174638939751,3.304553131468332,-1.9201111340611683,-0.07288284954605487,0.06938295756169681,0.25521171418323657,-0.1462363696331824,-0.19605336527166523,-0.5960532378766316,"West Ham come into this fixture having won their last three games 2-0 but they have struggled in recent meetings with Southampton, having won just one of the last eight. Mauricio Pochettino's team, meanwhile, are unbeaten in six league games and will be looking to win a third consecutive away game for the first time in the top flight – after victories at Fulham and Hull. Alan Smith"
2013-14,2014-02-23,Liverpool,Swansea City,H,1.496536033214125,-0.7506132131200082,-0.8022421662180211,0.35731522691889017,0.9223667260815394,-0.12388951522931067,2.6978849417995976,-0.22731444077265073,2.004352659883168,-0.2990101289273397,2.4493428640114936,-0.07638430310833863,0.028970813526899543,-0.9529947789753949,0.7434062812019679,1.1025906012482731,-1.8819087847907776,-0.8769056079568422,-1.0161718038152607,0.06938295756169681,0.8024445244030611,-0.6958550847151991,0.33388482206871434,-0.3311406877092394,"Garry Monk's first visit to Anfield as a player ended in a 7-1 defeat with Southampton in January 1999 but, even with Liverpool prolific at home, he will be confident of an improvement on his first outing here as manager. Last weekend's FA Cup defeat to Everton was Swansea's first defeat in four matches under Monk. They have rediscovered their cohesion and energy in recent weeks but will need to be on peak form to withstand a Liverpool team smarting from their cup exit at Arsenal and sensing a title challenge under the former Swansea manager Brendan Rodgers. Andy Hunter"
